priority,plan_id,facility_id,region,prefecture,facility,facility_source,facility_normalized,category,treatment,treatment_class,status,match_score,document_url,amount,tax,unit,products,makers,score,page,excerpt,qc_reason,error
A,P00659,F0404,中部,長野県,医療法人直佳会 森ロコモクリニック,医療法人直佳会 森ロコモクリニック,医療法人直佳会 森ロコモクリニック,第二種,多血小板血漿抽出液による関節症治療,PRP/APS,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2306045/5/0,100000,不明,,APS|GPS|Zimmer,Zimmer Biomet,7,,"者(院長)へと報告して対応させていただきます。 窓口部署:院長 連絡先:0268-38-1313 12.費用について この治療は公的保険の対象ではありませんので、当院所定の施術料をお支払いいただきます。 ・ZIMMER BIOMET 製 GPS®IIIシステム使用 100,000円 (APSキットを使用せず、作製したPRPをそのまま使用する場合) GPS®IIIシステム、APSキット使用 350,000円 (APSキットを使用してさらに抽出を行い純度を高めて使用する場合) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後",,
A,P00659,F0404,中部,長野県,医療法人直佳会 森ロコモクリニック,医療法人直佳会 森ロコモクリニック,医療法人直佳会 森ロコモクリニック,第二種,多血小板血漿抽出液による関節症治療,PRP/APS,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2306045/5/0,350000,不明,,APS|GPS|Zimmer,Zimmer Biomet,7,,"んので、当院所定の施術料をお支払いいただきます。 ・ZIMMER BIOMET 製 GPS®IIIシステム使用 100,000円 (APSキットを使用せず、作製したPRPをそのまま使用する場合) GPS®IIIシステム、APSキット使用 350,000円 (APSキットを使用してさらに抽出を行い純度を高めて使用する場合) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用が発生し ている場合は、発生した費用については患者様にご負担いただきますのでご了承ください。 13.",,
A,P00660,F0405,中部,長野県,医療法人笠間整形外科医院,医療法人笠間整形外科医院,医療法人笠間整形外科医院,第二種,多血小板血漿抽出液による関節症治療,PRP/APS,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C1908017/5/0,150000,不明,,APS|GPS|Zimmer,Zimmer Biomet,7,,"者(院長)へと報告して対応させていただきます。 窓口部署:事務 連絡先:026-283-1033 12.費用について この治療は公的保険の対象ではありませんので、当院所定の施術料をお支払いいただきます。 ・ZIMMER BIOMET 製 GPS®IIIシステム使用 150,000円 (APSキットを使用せず、作製したPRPをそのまま使用する場合) GPS®IIIシステム、APSキット使用 300,000円 (APSキットを使用してさらに抽出を行い純度を高めて使用する場合) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後",,
A,P00660,F0405,中部,長野県,医療法人笠間整形外科医院,医療法人笠間整形外科医院,医療法人笠間整形外科医院,第二種,多血小板血漿抽出液による関節症治療,PRP/APS,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C1908017/5/0,300000,不明,,APS|GPS|Zimmer,Zimmer Biomet,7,,"んので、当院所定の施術料をお支払いいただきます。 ・ZIMMER BIOMET 製 GPS®IIIシステム使用 150,000円 (APSキットを使用せず、作製したPRPをそのまま使用する場合) GPS®IIIシステム、APSキット使用 300,000円 (APSキットを使用してさらに抽出を行い純度を高めて使用する場合) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用が発生し ている場合は、発生した費用については患者様にご負担いただきますのでご了承ください。 13.",,
A,P00661,F0406,中部,長野県,医療法人都甲クリニック,医療法人都甲クリニック,医療法人都甲クリニック,第二種,変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308046/5/0,,,,,,,,,no price found after text/OCR pass,RuntimeError: Tesseract process timeout
A,P00662,F0465,中部,長野県,医療法人雨宮病院,医療法人雨宮病院,医療法人雨宮病院,第二種,変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206051/5/0,,,,,,,,,no price found after text/OCR pass,RuntimeError: Tesseract process timeout
A,P00663,F0466,中部,長野県,社会医療法人恵仁会 くろさわ病院,社会医療法人恵仁会 くろさわ病院,社会医療法人恵仁会 くろさわ病院,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2408007/5/0,77000,税込,両側,,,5,7,"左右両側に投与する場合は、2 回分です。 (関節)PRP1 回・1 部位: ¥ 55,000-(税込) 2 箇所同時:¥77,000 円-(税込) (筋腱)PRP1 回・1 部位: ¥ 55,000-(税込) 2 箇所同時:¥77,000 円-(税込)",price candidates remain ambiguous,
A,P00663,F0466,中部,長野県,社会医療法人恵仁会 くろさわ病院,社会医療法人恵仁会 くろさわ病院,社会医療法人恵仁会 くろさわ病院,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2408007/5/0,77000,税込,1 回,,,4,7,"2 箇所同時:¥77,000 円-(税込) (筋腱)PRP1 回・1 部位: ¥ 55,000-(税込) 2 箇所同時:¥77,000 円-(税込) キャンセル料:採血後5,000 円・加工後 38,000 円 11. 試料等の保存及び廃棄の方法",price candidates remain ambiguous,
A,P00663,F0466,中部,長野県,社会医療法人恵仁会 くろさわ病院,社会医療法人恵仁会 くろさわ病院,社会医療法人恵仁会 くろさわ病院,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2408007/5/0,5000,税込,1 回,,,-7,7,"(筋腱)PRP1 回・1 部位: ¥ 55,000-(税込) 2 箇所同時:¥77,000 円-(税込) キャンセル料:採血後5,000 円・加工後 38,000 円 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみに使用しま",price candidates remain ambiguous,
A,P00663,F0466,中部,長野県,社会医療法人恵仁会 くろさわ病院,社会医療法人恵仁会 くろさわ病院,社会医療法人恵仁会 くろさわ病院,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2408007/5/0,38000,税込,1 回,,,-7,7,"(筋腱)PRP1 回・1 部位: ¥ 55,000-(税込) 2 箇所同時:¥77,000 円-(税込) キャンセル料:採血後5,000 円・加工後 38,000 円 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみに使用しま",price candidates remain ambiguous,
A,P00664,F0467,中部,長野県,社会医療法人栗山会飯田病院,社会医療法人栗山会飯田病院,社会医療法人栗山会飯田病院,第二種,多血小板血漿（PRP）を用いた変形性関節症治療,PRP,AUTO,0.952,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2104001/5/0,300000,税別,,,,8,5,【PRP】1_07_説明文書同意書_飯田病院 費用 30 万円(税抜) 保険適用:2000 円前後/回 (膝関節内投与の場合),line-level medium price context,
A,P00665,F0468,中部,岐阜県,Radiant Clinic,Radiant Clinic,Radiant Clinic,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2506001/5/0,60000,税別,1部位,ACP,Arthrex,8,8,"費用(税別) PRP 2mL(ACP 使用) (1部位あたり)60,000 円 PRP 4mL(ACP 使用) (1部位あたり)100,000 円",line-level medium price context,
A,P00668,F0470,中部,岐阜県,医療法人ごとう整形外科,医療法人ごとう整形外科,医療法人ごとう整形外科,第二種,自己脂肪由来間葉系幹細胞を用いた関節痛、変形性関節症治療,脂肪由来MSC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2006004/5/0,1500000,税別,,,,11,5,"本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。その 他、本治療を受けるために必要となった旅費、交通費などの全ての費用もご自分でご負担いただ きます。実際に必要となる費用については今回の治療は1,500,000 円(税抜)となります。 なお、脂肪の採取後や、細胞加工物の製造後に同意を撤回された場合など、同意を撤回される時 点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきますので",line-level strong price context,
A,P00669,F0471,中部,岐阜県,医療法人社団豊正会 大垣中央病院,医療法人社団豊正会 大垣中央病院,医療法人社団豊正会 大垣中央病院,第二種,変形性関節症を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2605005/5/0,70000,税込,1 回,,,9,,"、健康保険が適用されない自由診療です。そのため、患者様の費用負担が 他の治療よりも高額になることがあります。当院において実施される本治療および本治 療に必要な検査などの費用は全額自己負担となります。 PRP 治療の提供価格(京セラCondensia システム使用) 1 回70,000 円(税込) ※患者様の症状によっては、治療を数回行うことがあります。治療前、または治療後の 状態から担当医師が判断し、患者様にお伝えしご相談させて頂きます。 ※治療内容・回数により1回あたりの費用が減額される場合がございます。施術する前 に詳細な説明をいたしますので、ご納得いただいた上で施術をお受けいただけます",,
A,P00670,F0472,中部,岐阜県,多治見スマートクリニック,多治見スマートクリニック,多治見スマートクリニック,第二種,多血小板血漿（PRP）を用いた整形外科疾患に対する組織修復,PRP,QC,0.98,https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2311005/5/0,12000,税別,2回,,,4,6,"2倍量のPRP治療により高い効果が期待できます(PRP投与 年2回) 部位 月額(税別) 年払(税別) 片膝 12,000円 136,800円 両膝 24,000円 273,600円 ◆コンプリートプラン(1年・4回接種)",price candidates remain ambiguous,
A,P00670,F0472,中部,岐阜県,多治見スマートクリニック,多治見スマートクリニック,多治見スマートクリニック,第二種,多血小板血漿（PRP）を用いた整形外科疾患に対する組織修復,PRP,QC,0.98,https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2311005/5/0,24000,税別,4回,,,4,6,"部位 月額(税別) 年払(税別) 片膝 12,000円 136,800円 両膝 24,000円 273,600円 ◆コンプリートプラン(1年・4回接種) 2倍量・年4回のPRP治療により最も効果が期待できます(PRP投与",price candidates remain ambiguous,
